brand,model,year_of_manufacture,engine_cc,transmission,fuel_type,mileage_km,town,listing_date,leasing,condition,air_conditioning,power_steering,power_mirror,power_window,price,group_count,group_median,group_q1,group_q3,group_iqr,lower_bound,upper_bound,eligible_for_detection,price_anomaly,anomaly_reason,price_deviation_percentage
AUDI,A3 TFSI,2018,1000.0,AUTOMATIC,PETROL,77000.0,COLOMBO,2025-01-16,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,149.5,1,149.5,149.5,149.5,0.0,149.5,149.5,False,False,within_comparable_range,0.0
AUDI,A3 TFSI,2015,1899.0,AUTOMATIC,PETROL,110000.0,NITTAMBUWA,2024-12-10,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,159.0,2,159.0,159.0,159.0,0.0,159.0,159.0,False,False,within_comparable_range,0.0
AUDI,A3 TFSI,2015,1500.0,AUTOMATIC,PETROL,110000.0,NITTAMBUWA,2024-12-09,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,159.0,2,159.0,159.0,159.0,0.0,159.0,159.0,False,False,within_comparable_range,0.0
AUDI,A4,2001,1900.0,MANUAL,DIESEL,264000.0,PILIYANDALA,2025-02-04,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,38.8,1,38.8,38.8,38.8,0.0,38.8,38.8,False,False,within_comparable_range,0.0
AUDI,A4,2010,1800.0,AUTOMATIC,PETROL,165000.0,KOTTE,2025-02-03,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,118.0,2,109.0,104.5,113.5,9.0,91.0,127.0,False,False,within_comparable_range,8.256880733944955
AUDI,A4,2019,1400.0,AUTOMATIC,PETROL,66000.0,BATTARAMULLA,2025-01-29,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,225.0,1,225.0,225.0,225.0,0.0,225.0,225.0,False,False,within_comparable_range,0.0
AUDI,A4,2011,2000.0,AUTOMATIC,PETROL,154000.0,COLOMBO,2025-01-18,ONGOING LEASE,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,125.0,3,116.5,112.25,120.75,8.5,99.5,133.5,False,False,within_comparable_range,7.296137339055794
AUDI,A4,2012,2000.0,AUTOMATIC,DIESEL,143000.0,KANDANA,2025-01-15,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,169.0,4,150.0,143.5,158.5,15.0,121.0,181.0,False,False,within_comparable_range,12.666666666666668
AUDI,A4,1999,1900.0,MANUAL,DIESEL,286000.0,ANURADAPURA,2025-01-09,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,31.5,1,31.5,31.5,31.5,0.0,31.5,31.5,False,False,within_comparable_range,0.0
AUDI,A4,2003,1800.0,AUTOMATIC,PETROL,242000.0,MORATUWA,2025-01-06,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,53.6,1,53.6,53.6,53.6,0.0,53.6,53.6,False,False,within_comparable_range,0.0
AUDI,A4,2011,2000.0,AUTOMATIC,DIESEL,154000.0,COLOMBO,2025-01-27,NO LEASING,USED,AVAILABLE,AVAILABLE,NOT_AVAILABLE,AVAILABLE,108.0,3,116.5,112.25,120.75,8.5,99.5,133.5,False,False,within_comparable_range,-7.296137339055794
AUDI,A4,2012,1800.0,AUTOMATIC,PETROL,143000.0,WATTALA,2025-01-21,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,139.0,4,150.0,143.5,158.5,15.0,121.0,181.0,False,False,within_comparable_range,-7.333333333333333
AUDI,A4,2016,2000.0,AUTOMATIC,PETROL,99000.0,KIRIBATHGODA,2025-01-21,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,210.0,1,210.0,210.0,210.0,0.0,210.0,210.0,False,False,within_comparable_range,0.0
AUDI,A4,2011,2000.0,AUTOMATIC,DIESEL,154000.0,KEGALLE,2024-12-28,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,116.5,3,116.5,112.25,120.75,8.5,99.5,133.5,False,False,within_comparable_range,0.0
AUDI,A4,2010,1800.0,AUTOMATIC,PETROL,165000.0,GAMPAHA,2024-12-26,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,100.0,2,109.0,104.5,113.5,9.0,91.0,127.0,False,False,within_comparable_range,-8.256880733944955
AUDI,A4,2012,1800.0,AUTOMATIC,PETROL,143000.0,COLOMBO,2024-12-22,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,NOT_AVAILABLE,145.0,4,150.0,143.5,158.5,15.0,121.0,181.0,False,False,within_comparable_range,-3.3333333333333335
AUDI,A4,2012,1800.0,AUTOMATIC,PETROL,143000.0,HOMAGAMA,2024-12-15,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,155.0,4,150.0,143.5,158.5,15.0,121.0,181.0,False,False,within_comparable_range,3.3333333333333335
AUDI,A4 1.9 TDI,2001,1900.0,MANUAL,DIESEL,264000.0,KOTTE,2025-01-16,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,5.0,1,5.0,5.0,5.0,0.0,5.0,5.0,False,False,within_comparable_range,0.0
AUDI,A4 B8,2011,1800.0,AUTOMATIC,PETROL,154000.0,WELIGAMA,2025-01-25,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,112.0,1,112.0,112.0,112.0,0.0,112.0,112.0,False,False,within_comparable_range,0.0
AUDI,A4 RS4 CONVERSION,2012,1800.0,AUTOMATIC,PETROL,143000.0,KEGALLE,2024-12-10,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,140.0,1,140.0,140.0,140.0,0.0,140.0,140.0,False,False,within_comparable_range,0.0
AUDI,A4 S LINE,2016,1600.0,AUTOMATIC,PETROL,99000.0,COLOMBO,2025-01-30,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,215.0,1,215.0,215.0,215.0,0.0,215.0,215.0,False,False,within_comparable_range,0.0
AUDI,A4 S LINE,2010,1800.0,AUTOMATIC,PETROL,165000.0,GALLE,2025-01-10,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,102.0,1,102.0,102.0,102.0,0.0,102.0,102.0,False,False,within_comparable_range,0.0
AUDI,A5,2018,1400.0,AUTOMATIC,PETROL,77000.0,COLOMBO,2024-12-13,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,316.5,1,316.5,316.5,316.5,0.0,316.5,316.5,False,False,within_comparable_range,0.0
AUDI,A5,2014,2000.0,AUTOMATIC,PETROL,121000.0,COLOMBO,2024-12-13,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,220.0,1,220.0,220.0,220.0,0.0,220.0,220.0,False,False,within_comparable_range,0.0
AUDI,A6,2011,2000.0,AUTOMATIC,PETROL,154000.0,NUGEGODA,2025-02-03,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,114.9,1,114.9,114.9,114.9,0.0,114.9,114.9,False,False,within_comparable_range,0.0
AUDI,A6,2013,2000.0,AUTOMATIC,PETROL,132000.0,COLOMBO,2025-02-01,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,180.0,3,180.0,180.0,180.0,0.0,180.0,180.0,False,False,within_comparable_range,0.0
AUDI,A6,2012,2000.0,AUTOMATIC,PETROL,143000.0,NUGEGODA,2025-01-30,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,149.0,1,149.0,149.0,149.0,0.0,149.0,149.0,False,False,within_comparable_range,0.0
AUDI,A6,2013,2000.0,AUTOMATIC,DIESEL,132000.0,RATNAPURA,2025-01-05,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,180.0,3,180.0,180.0,180.0,0.0,180.0,180.0,False,False,within_comparable_range,0.0
AUDI,A6,2001,1900.0,MANUAL,DIESEL,264000.0,HAMBANTOTA,2025-01-27,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,48.0,1,48.0,48.0,48.0,0.0,48.0,48.0,False,False,within_comparable_range,0.0
AUDI,A6,2013,2000.0,AUTOMATIC,PETROL,132000.0,GAMPAHA,2024-12-31,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,180.0,3,180.0,180.0,180.0,0.0,180.0,180.0,False,False,within_comparable_range,0.0
AUDI,A6,2003,2000.0,MANUAL,DIESEL,242000.0,COLOMBO,2024-12-27,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,48.5,1,48.5,48.5,48.5,0.0,48.5,48.5,False,False,within_comparable_range,0.0
AUDI,A6 S LINE,2010,2000.0,AUTOMATIC,PETROL,165000.0,DEHIWALA-MOUNT-LAVINIA,2025-02-01,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,117.5,1,117.5,117.5,117.5,0.0,117.5,117.5,False,False,within_comparable_range,0.0
AUDI,A6 S LINE,2016,1800.0,AUTOMATIC,PETROL,99000.0,COLOMBO,2025-01-12,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,248.0,1,248.0,248.0,248.0,0.0,248.0,248.0,False,False,within_comparable_range,0.0
