brand,model,year_of_manufacture,engine_cc,transmission,fuel_type,mileage_km,town,listing_date,leasing,condition,air_conditioning,power_steering,power_mirror,power_window,price,group_count,group_median,group_q1,group_q3,group_iqr,lower_bound,upper_bound,eligible_for_detection,price_anomaly,anomaly_reason,price_deviation_percentage,original_row_index,absolute_deviation,flag_baseline,flag_iqr_and_15pct,flag_iqr_and_20pct,flag_iqr_and_30pct,review_label,review_reason,review_confidence,review_notes
SUZUKI,SWIFT,2008,1300.0,MANUAL,PETROL,187000.0,KANDY,2025-01-03,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,19.90625,19,49.5,48.27,52.0,3.729999999999997,42.67500000000001,57.595,True,True,price_below_comparable_range,-59.785353535353536,5554,59.785353535353536,True,True,True,True,,,,
MAZDA,DEMIO,2001,1300.0,AUTOMATIC,PETROL,264000.0,WELIMADA,2025-01-18,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,27.5,6,9.75,9.75,9.75,0.0,9.75,9.75,True,True,price_above_comparable_range,182.05128205128204,1514,182.05128205128204,True,True,True,True,,,,
SUZUKI,SWIFT,2003,1500.0,MANUAL,PETROL,242000.0,KANDY,2025-02-03,ONGOING LEASE,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,19.90625,38,39.625,37.67058823529411,41.0,3.3294117647058883,32.676470588235276,45.99411764705883,True,True,price_below_comparable_range,-49.76340694006309,5476,49.76340694006309,True,True,True,True,,,,
TOYOTA,PASSO,2007,1000.0,AUTOMATIC,PETROL,198000.0,ANURADAPURA,2025-02-01,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,66.09473684210526,23,48.0,45.825,49.0,3.174999999999997,41.06250000000001,53.762499999999996,True,True,price_above_comparable_range,37.69736842105263,8427,37.69736842105263,True,True,True,True,,,,
SUZUKI,SWIFT,2007,1500.0,AUTOMATIC,PETROL,198000.0,NEGOMBO,2025-02-05,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,19.90625,9,50.5,39.0,51.0,12.0,21.0,69.0,True,True,price_below_comparable_range,-60.581683168316836,5456,60.581683168316836,True,True,True,True,,,,
SUZUKI,SPACIA CUSTOM,2016,650.0,AUTOMATIC,PETROL,99000.0,HIKKADUWA,2025-01-05,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,43.625,8,65.5,62.269642857142856,67.0625,4.7928571428571445,55.08035714285714,74.25178571428572,True,True,price_below_comparable_range,-33.396946564885496,5415,33.396946564885496,True,True,True,True,,,,
NISSAN,FB15,2001,1500.0,AUTOMATIC,PETROL,264000.0,CHILAW,2024-12-29,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,54.25,21,39.5,37.25,42.5,5.25,29.375,50.375,True,True,price_above_comparable_range,37.34177215189873,2871,37.34177215189873,True,True,True,True,,,,
NISSAN,PULSAR,1997,1500.0,AUTOMATIC,PETROL,308000.0,MATALE,2025-02-02,ONGOING LEASE,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,13.0,9,23.93333333333333,23.93333333333333,27.0,3.06666666666667,19.333333333333325,31.600000000000005,True,True,price_below_comparable_range,-45.68245125348189,3336,45.68245125348189,True,True,True,True,,,,
TOYOTA,STARLET,1996,1500.0,MANUAL,DIESEL,319000.0,GAMPAHA,2024-12-25,ONGOING LEASE,USED,AVAILABLE,NOT_AVAILABLE,AVAILABLE,AVAILABLE,10.5,10,30.375,28.525,31.75,3.2250000000000014,23.687499999999996,36.587500000000006,True,True,price_below_comparable_range,-65.4320987654321,8964,65.4320987654321,True,True,True,True,,,,
CHERY,QQ,2007,800.0,MANUAL,PETROL,198000.0,POLONNARUWA,2025-01-20,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,16.75,11,12.85,12.6,13.825,1.2249999999999996,10.7625,15.662499999999998,True,True,price_above_comparable_range,30.350194552529185,181,30.350194552529185,True,True,True,True,,,,
NISSAN,B11,1983,1500.0,MANUAL,PETROL,462000.0,MALABE,2025-02-05,NO LEASING,USED,AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,9.95,10,7.21,6.8125,7.4225,0.6100000000000003,5.897499999999999,8.3375,True,True,price_above_comparable_range,38.00277392510401,2424,38.00277392510401,True,True,True,True,,,,
SUZUKI,WAGON R,2017,1500.0,AUTOMATIC,PETROL,88000.0,COLOMBO,2024-12-10,ONGOING LEASE,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,37.4375,46,60.64038461538462,60.0,62.975,2.9750000000000014,55.537499999999994,67.4375,True,True,price_below_comparable_range,-38.26308946183364,5899,38.26308946183364,True,True,True,True,,,,
NISSAN,FB15,2000,1500.0,AUTOMATIC,PETROL,275000.0,GAMPAHA,2025-01-24,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,24.25,26,35.5,35.04761904761905,36.5,1.452380952380949,32.86904761904763,38.67857142857142,True,True,price_below_comparable_range,-31.690140845070424,2855,31.690140845070424,True,True,True,True,,,,
NISSAN,FB15,2002,1500.0,AUTOMATIC,PETROL,253000.0,NITTAMBUWA,2025-01-22,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,24.25,20,40.829166666666666,40.15833333333333,42.925,2.7666666666666657,36.00833333333333,47.074999999999996,True,True,price_below_comparable_range,-40.60618430452087,2858,40.60618430452087,True,True,True,True,,,,
TOYOTA,PASSO,2008,1360.0,AUTOMATIC,PETROL,187000.0,GAMPAHA,2025-02-04,NO LEASING,USED,AVAILABLE,AVAILABLE,NOT_AVAILABLE,AVAILABLE,13.75,10,43.325,41.80714285714286,47.5,5.692857142857143,33.26785714285714,56.03928571428571,True,True,price_below_comparable_range,-68.26312752452395,8421,68.26312752452395,True,True,True,True,,,,
MICRO,TREND,2010,1000.0,AUTOMATIC,PETROL,165000.0,KOTTAWA,2024-12-29,ONGOING LEASE,USED,AVAILABLE,AVAILABLE,NOT_AVAILABLE,AVAILABLE,10.650000000000002,7,15.6,15.3,17.375,2.0749999999999993,12.187500000000002,20.487499999999997,True,True,price_below_comparable_range,-31.73076923076922,2045,31.73076923076922,True,True,True,True,,,,
TOYOTA,COROLLA 121,2004,1500.0,AUTOMATIC,PETROL,231000.0,GAMPAHA,2024-12-20,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,70.0,8,53.6,52.0,58.73571428571429,6.7357142857142875,41.89642857142857,68.83928571428572,True,True,price_above_comparable_range,30.597014925373127,7902,30.597014925373127,True,True,True,True,,,,
PERODUA,VIVA ELITE,2012,1000.0,AUTOMATIC,PETROL,143000.0,DOMPE,2025-01-28,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,43.0,39,42.5,40.625,43.875,3.25,35.75,48.75,True,False,within_comparable_range,1.1764705882352942,3790,1.1764705882352942,False,False,False,False,,,,
SUZUKI,ALTO K10,2015,1000.0,MANUAL,PETROL,110000.0,NEGOMBO,2025-01-28,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,37.0,18,38.61363636363636,38.5,38.90340909090909,0.4034090909090935,37.89488636363636,39.508522727272734,True,True,price_below_comparable_range,-4.178928781636247,4713,4.178928781636247,True,False,False,False,,,,
ZOTYE,Z100,2017,1000.0,MANUAL,PETROL,88000.0,PANADURA,2025-01-08,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,29.9,10,27.5,26.75,27.75,1.0,25.25,29.25,True,True,price_above_comparable_range,8.727272727272723,9759,8.727272727272723,True,False,False,False,,,,
TOYOTA,VITZ KSP130,2015,1000.0,AUTOMATIC,PETROL,110000.0,COLOMBO,2025-01-14,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,71.9,7,73.25,72.325,74.37,2.0450000000000017,69.2575,77.4375,True,False,within_comparable_range,-1.8430034129692754,9529,1.8430034129692754,False,False,False,False,,,,
TOYOTA,VITZ,2008,1300.0,AUTOMATIC,PETROL,187000.0,WENNAPPUWA,2025-02-02,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,55.39868421052632,56,55.39868421052632,54.975,55.8125,0.8374999999999986,53.71875,57.068749999999994,True,False,within_comparable_range,0.0,9189,0.0,False,False,False,False,,,,
TOYOTA,VITZ,2017,990.0,AUTOMATIC,PETROL,88000.0,HOMAGAMA,2024-12-30,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,86.0,25,84.1,83.75,85.75,2.0,80.75,88.75,True,False,within_comparable_range,2.2592152199762254,9369,2.2592152199762254,False,False,False,False,,,,
SUZUKI,SWIFT CENTER ANTENNA,2003,1300.0,AUTOMATIC,PETROL,242000.0,KANDY,2024-12-28,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,40.725,5,40.725,40.725,40.725,0.0,40.725,40.725,True,False,within_comparable_range,0.0,5637,0.0,False,False,False,False,,,,
SUZUKI,ALTO,2011,800.0,MANUAL,PETROL,154000.0,KEGALLE,2024-12-14,NO LEASING,USED,AVAILABLE,AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,26.5,42,26.2945945945946,25.775,26.825000000000003,1.0500000000000043,24.199999999999992,28.40000000000001,True,False,within_comparable_range,0.7811696988385057,4433,0.7811696988385057,False,False,False,False,,,,
SUZUKI,A-STAR,2012,1000.0,MANUAL,PETROL,143000.0,KURUNEGALA,2025-01-26,NO LEASING,NEW,AVAILABLE,AVAILABLE,NOT_AVAILABLE,AVAILABLE,40.75909090909091,14,40.75909090909091,38.8125,42.95,4.137500000000003,32.606249999999996,49.15625000000001,True,False,within_comparable_range,0.0,4074,0.0,False,False,False,False,,,,
SUZUKI,WAGON R STINGRAY,2018,660.0,AUTOMATIC,HYBRID,77000.0,KANDY,2025-01-05,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,69.0,130,71.3560974390244,70.0,71.86250000000001,1.8625000000000114,67.20624999999998,74.65625000000003,True,False,within_comparable_range,-3.301886627190817,6283,3.301886627190817,False,False,False,False,,,,
TOYOTA,ALLION 240,2007,1500.0,AUTOMATIC,PETROL,198000.0,ANURADAPURA,2025-01-10,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,88.0,7,83.91666666666666,83.33333333333333,83.91666666666666,0.5833333333333286,82.45833333333334,84.79166666666666,True,True,price_above_comparable_range,4.86593843098313,6775,4.86593843098313,True,False,False,False,,,,
NISSAN,MARCH K12,2003,1300.0,AUTOMATIC,PETROL,242000.0,KOLONNAWA,2025-01-18,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,34.75,5,33.9,33.5,34.75,1.25,31.625,36.625,True,False,within_comparable_range,2.5073746312684406,3194,2.5073746312684406,False,False,False,False,,,,
SUZUKI,ALTO,2015,800.0,MANUAL,PETROL,110000.0,MALABE,2025-02-05,NO LEASING,USED,AVAILABLE,AVAILABLE,NOT_AVAILABLE,AVAILABLE,33.45,161,33.02984496124031,32.5,33.5,1.0,31.0,35.0,True,False,within_comparable_range,1.2720466573571165,4110,1.2720466573571165,False,False,False,False,,,,
HYUNDAI,SONATA,2000,2000.0,AUTOMATIC,PETROL,275000.0,MALABE,2025-01-31,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,22.95,6,18.4625,18.025,21.9375,3.9125000000000014,12.156249999999996,27.806250000000002,True,False,within_comparable_range,24.30602572782668,1273,24.30602572782668,False,False,False,False,,,,
HONDA,GRACE,2016,1500.0,AUTOMATIC,HYBRID,99000.0,JA-ELA,2025-01-25,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,114.5,11,110.0,106.75,113.25,6.5,97.0,123.0,True,False,within_comparable_range,4.090909090909091,947,4.090909090909091,False,False,False,False,,,,
ZOTYE,Z100,2017,1000.0,MANUAL,PETROL,88000.0,COLOMBO,2025-02-01,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,27.5,10,27.5,26.75,27.75,1.0,25.25,29.25,True,False,within_comparable_range,0.0,9752,0.0,False,False,False,False,,,,
NISSAN,FB15,2001,1300.0,AUTOMATIC,PETROL,264000.0,KANDY,2025-01-31,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,35.25,21,39.5,37.25,42.5,5.25,29.375,50.375,True,False,within_comparable_range,-10.759493670886076,2813,10.759493670886076,False,False,False,False,,,,
TOYOTA,PRIUS,2010,1800.0,AUTOMATIC,PETROL,165000.0,GALLE,2025-02-01,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,82.5,11,85.25,85.25,85.25,0.0,85.25,85.25,True,True,price_below_comparable_range,-3.225806451612903,8760,3.225806451612903,True,False,False,False,,,,
SUZUKI,SPACIA CUSTOM Z,2017,650.0,AUTOMATIC,HYBRID,88000.0,NUGEGODA,2025-02-05,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,62.9,10,62.43333333333334,61.96666666666667,68.92500000000001,6.958333333333343,51.529166666666654,79.36250000000003,True,False,within_comparable_range,0.7474639615589879,5432,0.7474639615589879,False,False,False,False,,,,
TOYOTA,PREMIO G SUPERIOR,2015,1500.0,AUTOMATIC,PETROL,110000.0,KANDY,2025-01-22,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,137.0,9,147.25,139.75,149.0,9.25,125.875,162.875,True,False,within_comparable_range,-6.960950764006792,8708,6.960950764006792,False,False,False,False,,,,
MICRO,PANDA,2017,1300.0,MANUAL,PETROL,88000.0,BANDARAWELA,2024-12-19,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,31.521875,19,31.5,29.9,33.225,3.325000000000003,24.912499999999994,38.212500000000006,True,False,within_comparable_range,0.06944444444444896,1945,0.06944444444444896,False,False,False,False,,,,
MICRO,PANDA CROSS,2016,1300.0,MANUAL,PETROL,99000.0,KADAWATHA,2025-01-23,NO LEASING,USED,AVAILABLE,AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,32.6,9,32.76428571428572,32.6,33.5,0.8999999999999986,31.250000000000004,34.849999999999994,True,False,within_comparable_range,-0.5014170481796498,1991,0.5014170481796498,False,False,False,False,,,,
NISSAN,FB15 EX SALOON,1999,1500.0,AUTOMATIC,PETROL,286000.0,ANURADAPURA,2025-01-12,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,38.0,5,34.25,33.5,34.5,1.0,32.0,36.0,True,True,price_above_comparable_range,10.948905109489052,2919,10.948905109489052,True,False,False,False,,,,
HYUNDAI,ACCENT,2002,1495.0,MANUAL,PETROL,253000.0,KADUWELA,2025-01-27,NO LEASING,USED,AVAILABLE,AVAILABLE,NOT_AVAILABLE,AVAILABLE,20.0,13,23.00454545454545,21.95,24.0,2.0500000000000007,18.875,27.075000000000003,True,False,within_comparable_range,-13.060659948626737,1146,13.060659948626737,False,False,False,False,,,,
TOYOTA,COROLLA 110,1996,1990.0,AUTOMATIC,DIESEL,319000.0,MATARA,2025-02-03,NO LEASING,USED,AVAILABLE,AVAILABLE,NOT_AVAILABLE,AVAILABLE,26.5,14,29.95000727272727,28.0875,30.875,2.7875000000000014,23.906249999999996,35.056250000000006,True,False,within_comparable_range,-11.519220150136242,7819,11.519220150136242,False,False,False,False,,,,
PERODUA,VIVA ELITE PREMIUM,2011,1000.0,AUTOMATIC,PETROL,154000.0,COLOMBO,2025-01-11,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,45.5,10,42.3,40.337500000000006,43.3625,3.0249999999999915,35.80000000000002,47.899999999999984,True,False,within_comparable_range,7.565011820330976,3871,7.565011820330976,False,False,False,False,,,,
TOYOTA,PRIUS,2013,1800.0,AUTOMATIC,HYBRID,132000.0,MATARA,2025-01-10,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,105.85714285714285,17,105.85714285714285,105.85714285714285,105.85714285714285,0.0,105.85714285714285,105.85714285714285,True,False,within_comparable_range,0.0,8779,0.0,False,False,False,False,,,,
TATA,NANO,2011,600.0,MANUAL,PETROL,154000.0,EHELIYAGODA,2025-02-04,NO LEASING,USED,AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,10.75,11,10.9,10.825,11.441666666666666,0.6166666666666671,9.899999999999999,12.366666666666667,True,False,within_comparable_range,-1.376146788990829,6566,1.376146788990829,False,False,False,False,,,,
MITSUBISHI,LANCER BOX,1980,1400.0,MANUAL,PETROL,495000.0,HORANA,2025-01-04,NO LEASING,USED,AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,9.5,12,9.1,7.737500000000001,10.0,2.2624999999999993,4.343750000000002,13.393749999999999,True,False,within_comparable_range,4.3956043956043995,2212,4.3956043956043995,False,False,False,False,,,,
SUZUKI,ESTILO,2011,1000.0,MANUAL,PETROL,154000.0,KANDY,2025-01-23,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,34.0,13,33.60454545454545,33.0,34.0,1.0,31.5,35.5,True,False,within_comparable_range,1.1767888543216638,4971,1.1767888543216638,False,False,False,False,,,,
