listing_id,alert_rank,brand,model,year_of_manufacture,engine_cc,transmission,fuel_type,mileage_km,town,listing_date,condition,price,price_median,expected_price_low,expected_price_high,price_deviation_percentage,price_anomaly_direction,price_alert_reason,price_group_count,price_reference_quality,duplicate_record_count,duplicate_record_flag,review_priority
listing_07467,628,TOYOTA,AXIO WXB,2017,1500.0,AUTOMATIC,HYBRID,88000.0,GAMPAHA,2025-02-02,USED,136.0,138.66333333333333,138.0,139.0,-1.920719248058843,below_expected_range,below_expected_range; deviation_from_group_median=-1.9%,21,high,1,False,medium
listing_05769,629,SUZUKI,WAGON R,2018,990.0,AUTOMATIC,PETROL,77000.0,JA-ELA,2025-01-16,USED,68.25,69.56041666666667,69.5,69.56041666666667,-1.883853963880323,below_expected_range,below_expected_range; deviation_from_group_median=-1.9%,47,high,1,False,medium
listing_04575,630,SUZUKI,ALTO JAPAN,2003,650.0,AUTOMATIC,PETROL,242000.0,NITTAMBUWA,2025-02-05,USED,32.8,32.2,31.9625,32.25,1.8633540372670632,above_expected_range,above_expected_range; deviation_from_group_median=1.9%,22,high,1,False,medium
listing_06456,631,SUZUKI,WAGON R STINGRAY J STYLE,2014,660.0,AUTOMATIC,HYBRID,121000.0,MATUGAMA,2024-12-22,USED,57.75,56.69444444444444,56.5,56.923611111111114,1.8618324350808455,above_expected_range,above_expected_range; deviation_from_group_median=1.9%,14,high,1,False,medium
listing_06124,632,SUZUKI,WAGON R FZ SAFETY,2016,660.0,AUTOMATIC,HYBRID,99000.0,VAVUNIYA,2024-12-20,USED,57.95,56.9,56.7875,56.975,1.845342706502644,above_expected_range,above_expected_range; deviation_from_group_median=1.8%,6,medium,1,False,medium
listing_09031,633,TOYOTA,TANK,2017,998.0,AUTOMATIC,PETROL,88000.0,KANDY,2025-01-02,USED,91.11249999999998,89.5,89.5,90.0,1.8016759776536124,above_expected_range,above_expected_range; deviation_from_group_median=1.8%,5,medium,1,False,medium
listing_06435,634,SUZUKI,WAGON R STINGRAY J STYLE,2014,660.0,AUTOMATIC,PETROL,121000.0,MATARA,2025-02-04,USED,55.67361111111111,56.69444444444444,56.5,56.923611111111114,-1.8005879470847663,below_expected_range,below_expected_range; deviation_from_group_median=-1.8%,14,high,1,False,medium
listing_08752,635,TOYOTA,PRIUS,2009,1800.0,AUTOMATIC,HYBRID,176000.0,CHILAW,2025-02-03,USED,82.0,83.5,83.5,83.5,-1.7964071856287425,below_expected_range,below_expected_range; deviation_from_group_median=-1.8%,5,medium,1,False,medium
listing_08767,636,TOYOTA,PRIUS,2009,1716.0,AUTOMATIC,HYBRID,176000.0,KURUNEGALA,2025-01-17,USED,85.0,83.5,83.5,83.5,1.7964071856287425,above_expected_range,above_expected_range; deviation_from_group_median=1.8%,5,medium,1,False,medium
listing_06464,637,SUZUKI,WAGON R STINGRAY J STYLE,2015,660.0,AUTOMATIC,HYBRID,110000.0,WARAKAPOLA,2024-12-04,USED,58.25,57.24545454545454,57.122727272727275,57.375,1.7548038748610502,above_expected_range,above_expected_range; deviation_from_group_median=1.8%,19,high,1,False,medium
