brand,model,year_of_manufacture,engine_cc,transmission,fuel_type,mileage_km,town,listing_date,leasing,condition,air_conditioning,power_steering,power_mirror,power_window,price,vehicle_age,vehicle_age_for_calculation,annual_mileage,group_count,mileage_median,mileage_q1,mileage_q3,mileage_iqr,mileage_lower_bound,mileage_upper_bound,eligible_for_mileage_detection,mileage_anomaly,mileage_deviation_percentage,mileage_anomaly_reason
HONDA,CITY,2001,1500.0,AUTOMATIC,PETROL,264000.0,KATUNAYAKE,2025-02-05,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,29.9,24,24,11000.0,4,264000.0,264000.0,264000.0,0.0,264000.0,264000.0,False,False,0.0,within_comparable_range
HONDA,CITY,2005,1500.0,AUTOMATIC,PETROL,220000.0,BANDARAWELA,2025-02-04,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,33.9,20,20,11000.0,1,220000.0,220000.0,220000.0,0.0,220000.0,220000.0,False,False,0.0,within_comparable_range
HONDA,CITY,2004,1500.0,AUTOMATIC,PETROL,231000.0,KURUNEGALA,2025-02-03,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,41.975,21,21,11000.0,2,231000.0,231000.0,231000.0,0.0,231000.0,231000.0,False,False,0.0,within_comparable_range
HONDA,CITY,2002,1500.0,AUTOMATIC,PETROL,253000.0,KALUTARA,2025-02-01,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,33.5,23,23,11000.0,1,253000.0,253000.0,253000.0,0.0,253000.0,253000.0,False,False,0.0,within_comparable_range
HONDA,CITY,2000,1500.0,AUTOMATIC,PETROL,275000.0,KADUWELA,2025-02-01,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,31.9,25,25,11000.0,6,275000.0,275000.0,275000.0,0.0,275000.0,275000.0,True,False,0.0,within_comparable_range
HONDA,CITY,1998,1300.0,MANUAL,PETROL,297000.0,MALABE,2025-01-31,NO LEASING,NEW,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,22.9,27,27,11000.0,1,297000.0,297000.0,297000.0,0.0,297000.0,297000.0,False,False,0.0,within_comparable_range
HONDA,CITY,1999,1500.0,MANUAL,PETROL,286000.0,DOMPE,2025-01-09,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,21.0,26,26,11000.0,1,286000.0,286000.0,286000.0,0.0,286000.0,286000.0,False,False,0.0,within_comparable_range
HONDA,CITY,2000,1500.0,AUTOMATIC,PETROL,275000.0,KULIYAPITIYA,2025-01-05,NO LEASING,USED,AVAILABLE,NOT_AVAILABLE,AVAILABLE,NOT_AVAILABLE,31.5,25,25,11000.0,6,275000.0,275000.0,275000.0,0.0,275000.0,275000.0,True,False,0.0,within_comparable_range
HONDA,CITY,2001,1500.0,AUTOMATIC,PETROL,264000.0,KANDY,2025-01-27,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,32.0,24,24,11000.0,4,264000.0,264000.0,264000.0,0.0,264000.0,264000.0,False,False,0.0,within_comparable_range
HONDA,CITY,2001,1500.0,AUTOMATIC,PETROL,264000.0,MIDDENIYA,2025-01-24,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,32.5,24,24,11000.0,4,264000.0,264000.0,264000.0,0.0,264000.0,264000.0,False,False,0.0,within_comparable_range
HONDA,CITY,2001,1500.0,MANUAL,PETROL,264000.0,ANURADAPURA,2025-01-23,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,28.5,24,24,11000.0,4,264000.0,264000.0,264000.0,0.0,264000.0,264000.0,False,False,0.0,within_comparable_range
HONDA,CITY,2000,1500.0,AUTOMATIC,PETROL,275000.0,KANDY,2025-01-21,ONGOING LEASE,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,18.175000000000008,25,25,11000.0,6,275000.0,275000.0,275000.0,0.0,275000.0,275000.0,True,False,0.0,within_comparable_range
HONDA,CITY,2000,1500.0,AUTOMATIC,PETROL,275000.0,COLOMBO,2025-01-04,ONGOING LEASE,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,18.175000000000008,25,25,11000.0,6,275000.0,275000.0,275000.0,0.0,275000.0,275000.0,True,False,0.0,within_comparable_range
HONDA,CITY,2004,1500.0,AUTOMATIC,PETROL,231000.0,DIVULAPITIYA,2024-12-23,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,39.75,21,21,11000.0,2,231000.0,231000.0,231000.0,0.0,231000.0,231000.0,False,False,0.0,within_comparable_range
HONDA,CITY,2000,1498.0,MANUAL,PETROL,275000.0,MAHARAGAMA,2024-12-14,NO LEASING,NEW,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,32.0,25,25,11000.0,6,275000.0,275000.0,275000.0,0.0,275000.0,275000.0,True,False,0.0,within_comparable_range
HONDA,CITY,2000,1500.0,AUTOMATIC,PETROL,275000.0,PADUKKA,2024-12-10,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,32.9,25,25,11000.0,6,275000.0,275000.0,275000.0,0.0,275000.0,275000.0,True,False,0.0,within_comparable_range
HONDA,CITY GD 8,2003,1500.0,AUTOMATIC,PETROL,242000.0,DEHIWALA-MOUNT-LAVINIA,2025-02-05,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,43.75,22,22,11000.0,1,242000.0,242000.0,242000.0,0.0,242000.0,242000.0,False,False,0.0,within_comparable_range
HONDA,CITY V-TEC,2000,1500.0,AUTOMATIC,PETROL,275000.0,DEHIWALA-MOUNT-LAVINIA,2025-02-04,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,29.25,25,25,11000.0,1,275000.0,275000.0,275000.0,0.0,275000.0,275000.0,False,False,0.0,within_comparable_range
HONDA,CITY VTEC,2000,1500.0,AUTOMATIC,PETROL,275000.0,COLOMBO,2025-01-25,ONGOING LEASE,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,28.5,25,25,11000.0,1,275000.0,275000.0,275000.0,0.0,275000.0,275000.0,False,False,0.0,within_comparable_range
HONDA,CIVIC,2018,1000.0,AUTOMATIC,PETROL,77000.0,KALUTARA,2025-02-03,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,135.0,7,7,11000.0,9,77000.0,77000.0,77000.0,0.0,77000.0,77000.0,True,False,0.0,within_comparable_range
HONDA,CIVIC,2007,1600.0,AUTOMATIC,PETROL,198000.0,KANDY,2025-02-02,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,65.0,18,18,11000.0,3,198000.0,198000.0,198000.0,0.0,198000.0,198000.0,False,False,0.0,within_comparable_range
HONDA,CIVIC,2012,1600.0,AUTOMATIC,PETROL,143000.0,KADAWATHA,2025-02-02,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,98.5,13,13,11000.0,2,143000.0,143000.0,143000.0,0.0,143000.0,143000.0,False,False,0.0,within_comparable_range
HONDA,CIVIC,1985,1300.0,MANUAL,PETROL,440000.0,MATALE,2025-02-01,NO LEASING,USED,AVAILABLE,AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,12.5,40,40,11000.0,5,440000.0,440000.0,440000.0,0.0,440000.0,440000.0,True,False,0.0,within_comparable_range
HONDA,CIVIC,1991,1500.0,MANUAL,PETROL,374000.0,KANDY,2025-01-31,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,16.75,34,34,11000.0,2,374000.0,374000.0,374000.0,0.0,374000.0,374000.0,False,False,0.0,within_comparable_range
HONDA,CIVIC,1985,1400.0,MANUAL,PETROL,440000.0,POLGAHAWELA,2025-01-31,NO LEASING,USED,AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,10.3125,40,40,11000.0,5,440000.0,440000.0,440000.0,0.0,440000.0,440000.0,True,False,0.0,within_comparable_range
HONDA,CIVIC,2007,1800.0,AUTOMATIC,PETROL,198000.0,KOTTE,2025-01-30,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,75.0,18,18,11000.0,3,198000.0,198000.0,198000.0,0.0,198000.0,198000.0,False,False,0.0,within_comparable_range
HONDA,CIVIC,2018,1000.0,AUTOMATIC,PETROL,77000.0,ANURADAPURA,2025-01-29,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,138.0,7,7,11000.0,9,77000.0,77000.0,77000.0,0.0,77000.0,77000.0,True,False,0.0,within_comparable_range
HONDA,CIVIC,2004,1500.0,AUTOMATIC,PETROL,231000.0,NEGOMBO,2025-01-16,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,48.0,21,21,11000.0,1,231000.0,231000.0,231000.0,0.0,231000.0,231000.0,False,False,0.0,within_comparable_range
HONDA,CIVIC,2018,1000.0,AUTOMATIC,PETROL,77000.0,KALUTARA,2025-01-15,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,127.0,7,7,11000.0,9,77000.0,77000.0,77000.0,0.0,77000.0,77000.0,True,False,0.0,within_comparable_range
HONDA,CIVIC,1985,1500.0,MANUAL,PETROL,440000.0,GAMPOLA,2025-01-15,ONGOING LEASE,USED,AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,7.75,40,40,11000.0,5,440000.0,440000.0,440000.0,0.0,440000.0,440000.0,True,False,0.0,within_comparable_range
HONDA,CIVIC,1995,1500.0,MANUAL,PETROL,330000.0,BANDARAWELA,2025-01-15,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,18.7,30,30,11000.0,1,330000.0,330000.0,330000.0,0.0,330000.0,330000.0,False,False,0.0,within_comparable_range
HONDA,CIVIC,2007,1300.0,AUTOMATIC,PETROL,198000.0,COLOMBO,2025-01-15,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,65.0,18,18,11000.0,3,198000.0,198000.0,198000.0,0.0,198000.0,198000.0,False,False,0.0,within_comparable_range
HONDA,CIVIC,1985,1300.0,MANUAL,PETROL,440000.0,WENNAPPUWA,2025-01-15,NO LEASING,USED,AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,8.5,40,40,11000.0,5,440000.0,440000.0,440000.0,0.0,440000.0,440000.0,True,False,0.0,within_comparable_range
HONDA,CIVIC,1987,1500.0,MANUAL,PETROL,418000.0,NITTAMBUWA,2025-01-09,NO LEASING,USED,AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,4.25,38,38,11000.0,2,418000.0,418000.0,418000.0,0.0,418000.0,418000.0,False,False,0.0,within_comparable_range
HONDA,CIVIC,1991,1490.0,MANUAL,PETROL,374000.0,KOTTE,2025-01-09,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,19.75,34,34,11000.0,2,374000.0,374000.0,374000.0,0.0,374000.0,374000.0,False,False,0.0,within_comparable_range
HONDA,CIVIC,2017,1500.0,AUTOMATIC,PETROL,88000.0,MAHIYANGANAYA,2025-01-09,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,135.0,8,8,11000.0,5,88000.0,88000.0,88000.0,0.0,88000.0,88000.0,True,False,0.0,within_comparable_range
HONDA,CIVIC,2018,1322.0,AUTOMATIC,PETROL,77000.0,KULIYAPITIYA,2025-01-06,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,129.25,7,7,11000.0,9,77000.0,77000.0,77000.0,0.0,77000.0,77000.0,True,False,0.0,within_comparable_range
HONDA,CIVIC,1985,1500.0,MANUAL,PETROL,440000.0,NATTANDIYA,2025-01-06,NO LEASING,USED,AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,12.5,40,40,11000.0,5,440000.0,440000.0,440000.0,0.0,440000.0,440000.0,True,False,0.0,within_comparable_range
HONDA,CIVIC,2019,1000.0,AUTOMATIC,PETROL,66000.0,COLOMBO,2025-01-06,ONGOING LEASE,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,172.5,6,6,11000.0,3,66000.0,66000.0,66000.0,0.0,66000.0,66000.0,False,False,0.0,within_comparable_range
HONDA,CIVIC,2017,1000.0,AUTOMATIC,PETROL,88000.0,MATARA,2025-01-28,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,138.0,8,8,11000.0,5,88000.0,88000.0,88000.0,0.0,88000.0,88000.0,True,False,0.0,within_comparable_range
HONDA,CIVIC,1989,1500.0,MANUAL,PETROL,396000.0,KALUTARA,2025-01-28,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,14.75,36,36,11000.0,1,396000.0,396000.0,396000.0,0.0,396000.0,396000.0,False,False,0.0,within_comparable_range
HONDA,CIVIC,2018,1000.0,AUTOMATIC,PETROL,77000.0,NEGOMBO,2025-01-25,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,128.0,7,7,11000.0,9,77000.0,77000.0,77000.0,0.0,77000.0,77000.0,True,False,0.0,within_comparable_range
HONDA,CIVIC,2017,1000.0,AUTOMATIC,PETROL,88000.0,COLOMBO,2025-01-25,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,120.75,8,8,11000.0,5,88000.0,88000.0,88000.0,0.0,88000.0,88000.0,True,False,0.0,within_comparable_range
HONDA,CIVIC,2017,1000.0,AUTOMATIC,PETROL,88000.0,COLOMBO,2025-01-22,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,135.0,8,8,11000.0,5,88000.0,88000.0,88000.0,0.0,88000.0,88000.0,True,False,0.0,within_comparable_range
HONDA,CIVIC,2019,1200.0,AUTOMATIC,PETROL,66000.0,EMBILIPITIYA,2025-01-20,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,149.0,6,6,11000.0,3,66000.0,66000.0,66000.0,0.0,66000.0,66000.0,False,False,0.0,within_comparable_range
HONDA,CIVIC,2019,1000.0,AUTOMATIC,PETROL,66000.0,WENNAPPUWA,2025-01-03,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,144.99999,6,6,11000.0,3,66000.0,66000.0,66000.0,0.0,66000.0,66000.0,False,False,0.0,within_comparable_range
HONDA,CIVIC,2018,1000.0,AUTOMATIC,PETROL,77000.0,NEGOMBO,2024-12-30,ONGOING LEASE,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,126.5,7,7,11000.0,9,77000.0,77000.0,77000.0,0.0,77000.0,77000.0,True,False,0.0,within_comparable_range
HONDA,CIVIC,2012,1598.0,AUTOMATIC,PETROL,143000.0,NUGEGODA,2024-12-28,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,100.0,13,13,11000.0,2,143000.0,143000.0,143000.0,0.0,143000.0,143000.0,False,False,0.0,within_comparable_range
HONDA,CIVIC,2017,1322.0,AUTOMATIC,PETROL,88000.0,MATUGAMA,2024-12-28,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,138.5,8,8,11000.0,5,88000.0,88000.0,88000.0,0.0,88000.0,88000.0,True,False,0.0,within_comparable_range
HONDA,CIVIC,2018,1000.0,AUTOMATIC,PETROL,77000.0,BATTARAMULLA,2024-12-24,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,121.0,7,7,11000.0,9,77000.0,77000.0,77000.0,0.0,77000.0,77000.0,True,False,0.0,within_comparable_range
HONDA,CIVIC,1987,1500.0,MANUAL,PETROL,418000.0,COLOMBO,2024-12-19,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,16.88,38,38,11000.0,2,418000.0,418000.0,418000.0,0.0,418000.0,418000.0,False,False,0.0,within_comparable_range
HONDA,CIVIC,2018,1500.0,AUTOMATIC,PETROL,77000.0,COLOMBO,2024-12-10,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,129.25,7,7,11000.0,9,77000.0,77000.0,77000.0,0.0,77000.0,77000.0,True,False,0.0,within_comparable_range
HONDA,CIVIC,2018,1200.0,AUTOMATIC,PETROL,77000.0,NITTAMBUWA,2024-12-10,ONGOING LEASE,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,129.25,7,7,11000.0,9,77000.0,77000.0,77000.0,0.0,77000.0,77000.0,True,False,0.0,within_comparable_range
HONDA,CIVIC EFI VTEC,1992,1500.0,MANUAL,PETROL,363000.0,PELIYAGODA,2025-01-31,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,23.8,33,33,11000.0,1,363000.0,363000.0,363000.0,0.0,363000.0,363000.0,False,False,0.0,within_comparable_range
HONDA,CIVIC EG8,1991,1500.0,AUTOMATIC,PETROL,374000.0,COLOMBO,2025-01-31,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,29.75,34,34,11000.0,1,374000.0,374000.0,374000.0,0.0,374000.0,374000.0,False,False,0.0,within_comparable_range
HONDA,CIVIC EK,1999,1500.0,AUTOMATIC,PETROL,286000.0,KOTTE,2024-12-31,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,40.0,26,26,11000.0,1,286000.0,286000.0,286000.0,0.0,286000.0,286000.0,False,False,0.0,within_comparable_range
HONDA,CIVIC EK3,2000,1500.0,AUTOMATIC,PETROL,275000.0,PANADURA,2025-02-04,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,42.8125,25,25,11000.0,2,275000.0,275000.0,275000.0,0.0,275000.0,275000.0,False,False,0.0,within_comparable_range
HONDA,CIVIC EK3,1998,1500.0,MANUAL,PETROL,297000.0,KANDY,2025-02-04,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,35.0,27,27,11000.0,5,297000.0,297000.0,297000.0,0.0,297000.0,297000.0,True,False,0.0,within_comparable_range
HONDA,CIVIC EK3,1999,1500.0,MANUAL,PETROL,286000.0,KELANIYA,2025-02-01,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,38.0,26,26,11000.0,2,286000.0,286000.0,286000.0,0.0,286000.0,286000.0,False,False,0.0,within_comparable_range
HONDA,CIVIC EK3,1998,1500.0,MANUAL,PETROL,297000.0,BATTARAMULLA,2025-01-31,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,36.8,27,27,11000.0,5,297000.0,297000.0,297000.0,0.0,297000.0,297000.0,True,False,0.0,within_comparable_range
HONDA,CIVIC EK3,1996,1500.0,MANUAL,PETROL,319000.0,JA-ELA,2025-01-30,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,34.5,29,29,11000.0,4,319000.0,319000.0,319000.0,0.0,319000.0,319000.0,False,False,0.0,within_comparable_range
HONDA,CIVIC EK3,1998,1500.0,MANUAL,PETROL,297000.0,MATARA,2025-01-17,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,37.5,27,27,11000.0,5,297000.0,297000.0,297000.0,0.0,297000.0,297000.0,True,False,0.0,within_comparable_range
HONDA,CIVIC EK3,1995,1495.0,MANUAL,PETROL,330000.0,MALABE,2025-01-13,NO LEASING,USED,AVAILABLE,AVAILABLE,NOT_AVAILABLE,AVAILABLE,29.9125,30,30,11000.0,1,330000.0,330000.0,330000.0,0.0,330000.0,330000.0,False,False,0.0,within_comparable_range
HONDA,CIVIC EK3,1996,1500.0,MANUAL,PETROL,319000.0,NEGOMBO,2025-01-12,ONGOING LEASE,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,34.75,29,29,11000.0,4,319000.0,319000.0,319000.0,0.0,319000.0,319000.0,False,False,0.0,within_comparable_range
HONDA,CIVIC EK3,1999,1500.0,MANUAL,PETROL,286000.0,KANDY,2025-01-28,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,38.0,26,26,11000.0,2,286000.0,286000.0,286000.0,0.0,286000.0,286000.0,False,False,0.0,within_comparable_range
HONDA,CIVIC EK3,1996,1450.0,MANUAL,PETROL,319000.0,MORATUWA,2025-01-22,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,35.0,29,29,11000.0,4,319000.0,319000.0,319000.0,0.0,319000.0,319000.0,False,False,0.0,within_comparable_range
HONDA,CIVIC EK3,1997,1500.0,MANUAL,PETROL,308000.0,GALLE,2025-01-21,NO LEASING,USED,AVAILABLE,AVAILABLE,NOT_AVAILABLE,AVAILABLE,37.25,28,28,11000.0,4,308000.0,308000.0,308000.0,0.0,308000.0,308000.0,False,False,0.0,within_comparable_range
HONDA,CIVIC EK3,1997,1500.0,MANUAL,PETROL,308000.0,GAMPOLA,2025-01-04,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,34.75,28,28,11000.0,4,308000.0,308000.0,308000.0,0.0,308000.0,308000.0,False,False,0.0,within_comparable_range
HONDA,CIVIC EK3,1998,1500.0,AUTOMATIC,PETROL,297000.0,POLGAHAWELA,2025-01-02,ONGOING LEASE,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,29.9125,27,27,11000.0,5,297000.0,297000.0,297000.0,0.0,297000.0,297000.0,True,False,0.0,within_comparable_range
HONDA,CIVIC EK3,1997,1500.0,AUTOMATIC,PETROL,308000.0,COLOMBO,2025-01-02,ONGOING LEASE,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,38.0,28,28,11000.0,4,308000.0,308000.0,308000.0,0.0,308000.0,308000.0,False,False,0.0,within_comparable_range
HONDA,CIVIC EK3,1998,1500.0,AUTOMATIC,PETROL,297000.0,KADUWELA,2024-12-30,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,37.9,27,27,11000.0,5,297000.0,297000.0,297000.0,0.0,297000.0,297000.0,True,False,0.0,within_comparable_range
HONDA,CIVIC EK3,1996,1500.0,AUTOMATIC,PETROL,319000.0,MARAWILA,2024-12-18,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,34.75,29,29,11000.0,4,319000.0,319000.0,319000.0,0.0,319000.0,319000.0,False,False,0.0,within_comparable_range
HONDA,CIVIC EK3,1997,1500.0,MANUAL,PETROL,308000.0,MATARA,2024-12-17,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,37.5,28,28,11000.0,4,308000.0,308000.0,308000.0,0.0,308000.0,308000.0,False,False,0.0,within_comparable_range
HONDA,CIVIC EK3,2000,1500.0,MANUAL,PETROL,275000.0,MATALE,2024-12-07,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,42.8125,25,25,11000.0,2,275000.0,275000.0,275000.0,0.0,275000.0,275000.0,False,False,0.0,within_comparable_range
HONDA,CIVIC EK3 VTEC VIRS,2000,1500.0,AUTOMATIC,PETROL,275000.0,HANWELLA,2024-12-22,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,49.75,25,25,11000.0,1,275000.0,275000.0,275000.0,0.0,275000.0,275000.0,False,False,0.0,within_comparable_range
HONDA,CIVIC ES08,2004,1500.0,AUTOMATIC,PETROL,231000.0,MALABE,2025-01-26,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,50.5,21,21,11000.0,1,231000.0,231000.0,231000.0,0.0,231000.0,231000.0,False,False,0.0,within_comparable_range
HONDA,CIVIC ES1,2004,1500.0,AUTOMATIC,PETROL,231000.0,ANURADAPURA,2025-02-02,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,49.5,21,21,11000.0,1,231000.0,231000.0,231000.0,0.0,231000.0,231000.0,False,False,0.0,within_comparable_range
HONDA,CIVIC ES5,2003,1600.0,AUTOMATIC,PETROL,242000.0,NUGEGODA,2024-12-20,ONGOING LEASE,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,52.0,22,22,11000.0,1,242000.0,242000.0,242000.0,0.0,242000.0,242000.0,False,False,0.0,within_comparable_range
HONDA,CIVIC ES5 VTEC,2003,1600.0,AUTOMATIC,PETROL,242000.0,DEHIWALA-MOUNT-LAVINIA,2025-02-05,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,58.0,22,22,11000.0,1,242000.0,242000.0,242000.0,0.0,242000.0,242000.0,False,False,0.0,within_comparable_range
HONDA,CIVIC ES8,2002,1500.0,MANUAL,PETROL,253000.0,COLOMBO,2025-02-04,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,46.5,23,23,11000.0,2,253000.0,253000.0,253000.0,0.0,253000.0,253000.0,False,False,0.0,within_comparable_range
HONDA,CIVIC ES8,2001,1500.0,MANUAL,PETROL,264000.0,ANURADAPURA,2025-02-01,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,43.75,24,24,11000.0,3,264000.0,264000.0,264000.0,0.0,264000.0,264000.0,False,False,0.0,within_comparable_range
HONDA,CIVIC ES8,2004,1500.0,AUTOMATIC,PETROL,231000.0,KANDY,2025-01-31,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,46.75,21,21,11000.0,2,231000.0,231000.0,231000.0,0.0,231000.0,231000.0,False,False,0.0,within_comparable_range
HONDA,CIVIC ES8,2001,1500.0,MANUAL,PETROL,264000.0,KURUNEGALA,2025-01-31,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,43.40625,24,24,11000.0,3,264000.0,264000.0,264000.0,0.0,264000.0,264000.0,False,False,0.0,within_comparable_range
HONDA,CIVIC ES8,2006,1500.0,AUTOMATIC,PETROL,209000.0,HOMAGAMA,2025-01-28,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,48.75,19,19,11000.0,1,209000.0,209000.0,209000.0,0.0,209000.0,209000.0,False,False,0.0,within_comparable_range
HONDA,CIVIC ES8,2005,1500.0,AUTOMATIC,PETROL,220000.0,KANDY,2025-01-25,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,51.15625,20,20,11000.0,1,220000.0,220000.0,220000.0,0.0,220000.0,220000.0,False,False,0.0,within_comparable_range
HONDA,CIVIC ES8,2004,1500.0,AUTOMATIC,PETROL,231000.0,NITTAMBUWA,2025-01-23,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,46.25,21,21,11000.0,2,231000.0,231000.0,231000.0,0.0,231000.0,231000.0,False,False,0.0,within_comparable_range
HONDA,CIVIC ES8,2003,1500.0,AUTOMATIC,PETROL,242000.0,KALUTARA,2025-01-04,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,51.15625,22,22,11000.0,1,242000.0,242000.0,242000.0,0.0,242000.0,242000.0,False,False,0.0,within_comparable_range
HONDA,CIVIC ES8,2001,1500.0,MANUAL,PETROL,264000.0,BATTARAMULLA,2025-01-03,ONGOING LEASE,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,46.75,24,24,11000.0,3,264000.0,264000.0,264000.0,0.0,264000.0,264000.0,False,False,0.0,within_comparable_range
